player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year
Ronnie Harrison,49206,S,CLV,1,0,0,8,54.2,0,0,2,22.2,0.0,0,0,0.0,0,9,2,0,0,,0,0,0,0.0,,0,,0,4,0,0,7,2022
Demetrius Flannigan-Fowles,49231,LB,SF,1,0,0,28,60.0,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,,0,0,0,0.0,,0,,0,7,0,0,7,2022
Donovan Wilson,49408,S,DAL,1,0,0,9,69.8,0,0,2,6.7,50.0,1,0,50.0,1,30,2,1,0,,0,0,0,0.0,,0,,0,12,0,0,7,2022
Juju Hughes,49545,S,DET,1,0,0,11,58.4,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,58.4,0,0,1,25.0,0.0,0,0.0,0,4,1,0,7,2022
Zach Allen,49605,DI,ARZ,1,1,0,1,69.1,1,0,43,100.0,9.3,4,0,1.2,0,44,44,1,0,66.6,1,0,27,100.0,7.4,2,1.9,0,27,27,1,7,2022
Markus Bailey,49681,LB,CIN,1,0,0,7,56.4,0,0,1,33.3,0.0,0,0,0.0,0,6,2,0,0,58.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Genard Avery,49699,ED,TB,1,0,0,30,56.1,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
Cole Holcomb,49753,LB,WAS,1,0,0,32,59.1,0,0,1,2.4,0.0,0,0,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,12,0,0,7,2022
Quincy Williams,49779,LB,NYJ,1,0,0,22,59.3,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,59.3,0,0,1,14.3,0.0,0,0.0,0,7,1,0,7,2022
B.J. Hill,49894,DI,CIN,1,0,0,7,51.9,0,0,14,94.1,0.0,0,0,0.0,0,17,16,0,0,55.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Sebastian Joseph-Day,49935,DI,LAC,1,0,0,27,55.8,0,0,17,100.0,0.0,0,0,0.0,0,24,24,0,0,60.1,0,0,6,100.0,0.0,0,0.0,0,9,9,0,7,2022
Jerry Tillery,49949,DI,LAC,1,0,0,27,61.3,0,0,14,100.0,0.0,0,2,0.0,0,21,21,0,0,66.9,0,0,7,100.0,0.0,0,0.0,0,10,10,0,7,2022
Derrick Nnadi,49970,DI,KC,1,0,0,16,53.0,0,0,15,93.8,0.0,0,0,0.0,0,16,15,0,0,56.2,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
Broderick Washington Jr.,50049,DI,BLT,1,0,0,3,59.2,0,2,13,100.0,15.4,2,0,7.7,0,16,16,2,0,58.1,0,0,1,100.0,0.0,0,0.0,0,2,2,0,7,2022
Uchenna Nwosu,50084,ED,SEA,1,0,0,29,63.3,2,4,38,90.7,18.4,7,1,7.9,0,43,39,6,0,51.5,1,2,26,89.7,11.5,3,5.8,0,29,26,3,7,2022
John Franklin-Myers,50088,ED,NYJ,1,0,0,22,67.8,1,0,27,96.4,18.5,5,1,1.9,0,28,27,1,0,65.2,1,0,14,100.0,21.4,3,3.6,0,14,14,1,7,2022
Lorenzo Carter,50126,ED,ATL,1,0,0,2,54.6,0,0,25,78.1,0.0,0,0,4.0,1,32,25,1,0,51.4,0,0,9,69.2,0.0,0,0.0,0,13,9,0,7,2022
Ogbonnia Okoronkwo,50130,ED,HST,1,0,0,13,77.3,1,3,11,100.0,27.3,3,0,18.2,0,12,12,4,0,73.9,1,2,5,100.0,40.0,2,30.0,0,5,5,3,7,2022
Jacob Martin,50152,ED,NYJ,1,0,0,22,72.5,0,3,12,100.0,25.0,3,0,12.5,0,12,12,3,0,80.3,0,3,6,100.0,50.0,3,25.0,0,6,6,3,7,2022
Malcolm Roach,50191,DI,NO,1,0,0,20,53.1,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,56.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
LaDarius Hamilton,50192,ED,GB,1,0,0,12,52.6,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,58.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Arden Key,50201,ED,JAX,1,0,0,15,64.6,0,2,8,84.6,25.0,2,0,12.5,0,13,11,2,0,60.6,0,2,5,100.0,40.0,2,20.0,0,7,7,2,7,2022
Rashaan Evans,50213,LB,ATL,1,0,0,2,69.1,0,1,5,12.8,40.0,2,0,10.0,0,47,6,1,0,56.6,0,1,1,11.1,100.0,1,50.0,0,18,2,1,7,2022
Josh Allen,50235,ED,JAX,1,0,0,15,66.0,1,4,24,87.5,20.8,5,2,10.4,0,32,28,5,0,77.9,1,2,12,87.5,33.3,4,12.5,0,16,14,3,7,2022
Marquis Haynes,50244,ED,CAR,1,0,0,5,57.3,0,1,28,87.5,7.1,2,0,1.8,0,32,28,1,0,64.2,0,1,15,100.0,13.3,2,3.3,0,15,15,1,7,2022
Marcus Davenport,50291,ED,NO,1,0,0,20,65.3,0,1,20,100.0,5.0,1,0,2.5,0,24,24,1,0,67.2,0,1,10,100.0,10.0,1,5.0,0,12,12,1,7,2022
Christian Wilkins,50293,DI,MIA,1,0,0,17,57.0,0,1,38,100.0,7.9,3,0,3.9,1,42,42,2,0,61.8,0,1,20,100.0,15.0,3,7.5,1,22,22,2,7,2022
Isaiah Oliver,50393,CB,ATL,1,1,0,2,70.0,0,0,2,6.7,0.0,0,0,0.0,0,30,2,0,0,59.0,0,0,1,8.3,0.0,0,0.0,0,12,1,0,7,2022
Juan Thornhill,50426,S,KC,1,0,0,16,57.2,0,0,2,3.6,0.0,0,0,0.0,0,55,2,0,0,,0,0,0,0.0,,0,,0,25,0,0,7,2022
Michael Jackson,50437,CB,SEA,1,0,0,29,60.0,1,0,1,1.7,0.0,0,0,50.0,0,59,1,1,0,,0,0,0,0.0,,0,,0,36,0,0,7,2022
Byron Cowart,50588,DI,IND,1,0,0,14,71.0,0,1,2,100.0,50.0,1,0,25.0,0,2,2,1,0,60.6,0,1,1,100.0,100.0,1,50.0,0,1,1,1,7,2022
Charles Omenihu,50612,ED,SF,1,0,0,28,65.2,0,3,23,100.0,26.1,6,1,6.5,0,28,28,3,0,63.7,0,2,13,100.0,30.8,4,7.7,0,15,15,2,7,2022
Cody Barton,50727,LB,SEA,1,0,0,29,68.2,0,0,1,2.7,100.0,1,0,0.0,0,37,1,0,0,68.2,0,0,1,5.6,100.0,1,0.0,0,18,1,0,7,2022
Jordyn Brooks,50851,LB,SEA,1,0,0,29,59.8,1,0,7,11.9,0.0,0,0,7.1,0,59,7,1,0,53.1,0,0,3,8.3,0.0,0,0.0,0,36,3,0,7,2022
Roquan Smith,50892,LB,CHI,1,0,0,6,71.9,0,0,3,8.3,0.0,0,0,33.3,1,36,3,1,0,75.0,0,0,2,8.3,0.0,0,50.0,1,24,2,1,7,2022
Robert Spillane,50918,LB,PIT,1,0,0,25,55.1,0,0,3,14.3,0.0,0,0,0.0,0,21,3,0,0,58.4,0,0,1,9.1,0.0,0,0.0,0,11,1,0,7,2022
Leighton Vander Esch,50950,LB,DAL,1,0,0,9,64.6,0,0,4,14.3,25.0,1,0,0.0,0,28,4,0,0,67.5,0,0,3,23.1,33.3,1,0.0,0,13,3,0,7,2022
Bobby Okereke,50954,LB,IND,1,0,0,14,59.4,0,0,1,4.3,0.0,0,1,0.0,0,23,1,0,0,59.4,0,0,1,8.3,0.0,0,0.0,0,12,1,0,7,2022
Ja'Whaun Bentley,50966,LB,NE,1,0,0,19,60.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,6,0,0,7,2022
Frankie Luvu,51028,LB,CAR,1,0,0,5,56.5,0,1,8,27.3,12.5,1,0,6.3,0,33,9,1,0,63.9,0,1,4,28.6,25.0,1,12.5,0,14,4,1,7,2022
Jahlani Tavai,51055,LB,NE,1,0,0,19,68.8,1,0,4,22.2,25.0,1,0,12.5,0,18,4,1,0,,0,0,0,0.0,,0,,0,4,0,0,7,2022
Ben Niemann,51099,LB,ARZ,1,0,0,1,57.4,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,9,0,0,7,2022
Minkah Fitzpatrick,51206,S,PIT,1,0,0,25,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,16,0,0,7,2022
Fred Warner,51222,LB,SF,1,0,0,28,53.4,0,1,4,9.5,25.0,1,0,12.5,0,42,4,1,0,55.4,0,0,2,11.8,0.0,0,0.0,0,17,2,0,7,2022
Drue Tranquill,51276,LB,LAC,1,0,0,27,61.5,0,0,6,18.9,0.0,0,0,0.0,0,37,7,0,0,55.7,0,0,2,12.5,0.0,0,0.0,0,16,2,0,7,2022
Mike Edwards,51282,S,TB,1,0,0,30,54.6,0,0,2,8.3,0.0,0,0,0.0,0,24,2,0,0,59.0,0,0,1,25.0,0.0,0,0.0,0,4,1,0,7,2022
Amani Hooker,51378,S,TEN,1,0,0,31,53.1,0,0,4,8.3,0.0,0,0,0.0,0,48,4,0,0,56.6,0,0,2,7.1,0.0,0,0.0,0,28,2,0,7,2022
Jaylinn Hawkins,51423,S,ATL,1,0,0,2,60.0,0,0,1,2.4,0.0,0,0,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,17,0,0,7,2022
Dre Greenlaw,51503,LB,SF,1,0,0,28,76.7,0,0,4,15.4,50.0,2,0,0.0,0,26,4,0,0,79.7,0,0,3,30.0,66.7,2,0.0,0,10,3,0,7,2022
Kenny Moore II,51596,CB,IND,1,0,0,14,72.5,0,0,1,4.3,0.0,0,0,100.0,1,23,1,1,0,72.5,0,0,1,8.3,0.0,0,100.0,1,12,1,1,7,2022
Nicholas Morrow,51674,LB,CHI,1,0,0,6,71.1,0,0,2,5.7,50.0,1,0,0.0,0,35,2,0,0,59.1,0,0,1,4.3,0.0,0,0.0,0,23,1,0,7,2022
Malcolm Koonce,55015,ED,LV,1,0,0,23,54.4,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,58.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Coby Bryant,55088,CB,SEA,1,0,0,29,54.0,0,1,2,3.6,0.0,0,1,25.0,0,56,2,1,0,,0,0,0,0.0,,0,,0,35,0,0,7,2022
Boye Mafe,55220,ED,SEA,1,0,0,29,56.6,0,1,13,66.7,7.7,1,0,3.8,0,21,14,1,0,57.5,0,1,11,84.6,9.1,1,4.5,0,13,11,1,7,2022
C.J. Henderson,55593,CB,CAR,1,0,0,5,58.6,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,58.6,0,0,1,10.0,0.0,0,0.0,0,10,1,0,7,2022
Amik Robertson,55619,CB,LV,1,0,0,23,59.7,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,,0,0,0,0.0,,0,,0,15,0,0,7,2022
Xavier McKinney,55775,S,NYG,1,0,0,21,55.7,0,0,3,6.4,0.0,0,0,0.0,0,47,3,0,0,,0,0,0,0.0,,0,,0,20,0,0,7,2022
Kamren Curl,55800,S,WAS,1,0,0,32,59.1,0,0,1,2.4,0.0,0,0,0.0,0,41,1,0,0,,0,0,0,0.0,,0,,0,12,0,0,7,2022
Geno Stone,55967,S,BLT,1,0,0,3,50.5,0,1,1,5.3,0.0,0,1,50.0,0,38,2,1,0,51.7,0,1,1,7.7,0.0,0,50.0,0,13,1,1,7,2022
Darnay Holmes,56247,CB,NYG,1,0,1,21,57.5,0,0,2,4.8,0.0,0,1,0.0,0,42,2,0,0,59.7,0,0,1,5.3,0.0,0,0.0,0,19,1,0,7,2022
Chris Rumph II,56345,ED,LAC,1,0,0,27,55.5,0,1,3,100.0,0.0,0,0,16.7,0,4,4,1,0,56.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Victor Dimukeje,56347,ED,ARZ,1,0,0,1,69.9,0,1,12,72.2,16.7,2,0,4.2,0,18,13,1,0,60.3,0,0,7,87.5,14.3,1,0.0,0,8,7,0,7,2022
Zachary Carter,56349,DI,CIN,1,0,0,7,54.0,0,0,11,100.0,0.0,0,0,0.0,0,13,13,0,0,59.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Neil Farrell Jr.,56401,DI,LV,1,0,0,23,55.2,1,0,8,100.0,12.5,1,0,6.3,0,8,8,1,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Ryder Anderson,56409,DI,NYG,1,0,0,21,59.7,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
Yetur Gross-Matos,56444,ED,CAR,1,0,0,5,48.3,1,0,42,97.7,2.4,1,0,1.2,0,43,42,1,0,47.6,0,0,20,100.0,0.0,0,0.0,0,20,20,0,7,2022
Cameron Sample,56462,ED,CIN,1,0,0,7,53.6,0,1,6,75.0,16.7,1,1,8.3,0,8,6,1,0,53.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
Matt Henningsen,56484,DI,DEN,1,0,0,10,54.7,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,59.2,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Isaiah Buggs,56503,DI,DET,1,0,0,11,61.7,0,0,21,100.0,9.5,2,0,0.0,0,24,24,0,0,54.0,0,0,6,100.0,0.0,0,0.0,0,7,7,0,7,2022
Tedarrell Slaton,56597,DI,GB,1,1,0,12,64.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,57.7,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Malik Herring,56616,ED,KC,1,0,0,16,52.2,0,0,20,100.0,0.0,0,0,0.0,0,21,21,0,0,54.9,0,0,13,100.0,0.0,0,0.0,0,13,13,0,7,2022
Quinton Bohanna,56673,DI,DAL,1,0,0,9,53.4,0,0,12,100.0,0.0,0,1,0.0,0,13,13,0,0,55.0,0,0,5,100.0,0.0,0,0.0,0,6,6,0,7,2022
Jordan Elliott,56734,DI,CLV,1,0,0,8,50.1,0,2,15,100.0,6.7,1,0,6.7,0,16,16,2,0,52.5,0,2,6,100.0,16.7,1,16.7,0,7,7,2,7,2022
Kurt Hinish,56787,DI,HST,1,0,0,13,59.0,0,2,16,100.0,12.5,2,0,6.3,0,16,16,2,0,56.1,0,1,4,100.0,25.0,1,12.5,0,4,4,1,7,2022
Isaiah Thomas,56798,ED,CLV,1,1,0,8,90.5,0,1,2,100.0,50.0,1,0,25.0,0,2,2,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Arnold Ebiketie,56862,ED,ATL,1,0,0,2,56.8,1,1,21,84.0,14.3,3,0,4.8,0,25,21,2,0,59.9,1,1,12,80.0,25.0,3,8.3,0,15,12,2,7,2022
Ta'Quon Graham,56868,DI,ATL,1,0,0,2,54.8,0,0,27,96.6,0.0,0,0,0.0,0,29,28,0,0,59.1,0,0,10,100.0,0.0,0,0.0,0,11,11,0,7,2022
Micheal Clemons,56872,ED,NYJ,1,0,0,22,52.7,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,55.3,0,0,2,100.0,0.0,0,0.0,0,3,3,0,7,2022
Jaelan Phillips,56902,ED,MIA,1,0,0,17,79.2,0,5,34,81.4,29.4,10,0,13.2,2,43,35,7,0,79.4,0,4,21,91.7,38.1,8,19.0,2,24,22,6,7,2022
Jay Tufele,56913,DI,CIN,1,0,0,7,66.2,0,2,6,100.0,33.3,2,0,16.7,0,7,7,2,0,,0,0,0,,,0,,0,0,0,0,7,2022
Dayo Odeyingbo,56923,ED,IND,1,0,0,14,53.3,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,57.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Deangelo Malone,56941,ED,ATL,1,0,0,2,60.6,0,2,12,92.9,8.3,1,0,16.7,1,14,13,3,0,66.5,0,0,3,100.0,33.3,1,33.3,1,4,4,1,7,2022
Troy Andersen,57317,LB,ATL,1,0,0,2,53.4,0,0,5,25.0,0.0,0,0,0.0,0,20,5,0,0,55.0,0,0,3,37.5,0.0,0,0.0,0,8,3,0,7,2022
Mykal Walker,57834,LB,ATL,1,0,0,2,51.9,0,0,7,14.9,0.0,0,0,0.0,0,47,7,0,0,53.3,0,0,3,16.7,0.0,0,0.0,0,18,3,0,7,2022
Josh Paschal,57908,ED,DET,1,0,0,11,62.5,0,2,24,100.0,12.5,3,0,4.2,0,25,25,2,0,69.0,0,1,8,100.0,25.0,2,6.3,0,8,8,1,7,2022
Patrick Queen,57941,LB,BLT,1,0,0,3,74.7,0,2,8,26.3,25.0,2,0,25.0,1,38,10,3,0,65.8,0,1,3,30.8,33.3,1,16.7,0,13,4,1,7,2022
Jacob Phillips,57942,LB,CLV,1,0,0,8,58.4,0,0,0,8.3,,0,0,,0,12,1,0,0,58.4,0,0,0,25.0,,0,,0,4,1,0,7,2022
Willie Gay Jr.,57987,LB,KC,1,0,0,16,62.5,0,0,7,25.9,0.0,0,0,14.3,1,27,7,1,0,73.0,0,0,1,16.7,0.0,0,100.0,1,6,1,1,7,2022
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,1,0,8,66.8,0,1,4,25.0,25.0,1,0,12.5,0,16,4,1,0,56.2,0,0,2,40.0,0.0,0,0.0,0,5,2,0,7,2022
Pete Werner,58093,LB,NO,1,0,0,20,53.9,0,0,4,17.2,0.0,0,0,0.0,0,29,5,0,0,,0,0,0,0.0,,0,,0,10,0,0,7,2022
Baron Browning,58095,ED,DEN,1,0,0,10,49.2,0,2,14,82.4,14.3,2,0,7.1,0,17,14,2,0,49.5,0,2,8,88.9,25.0,2,12.5,0,9,8,2,7,2022
Kenneth Murray,58099,LB,LAC,1,0,0,27,57.2,0,0,1,6.3,0.0,0,0,0.0,0,32,2,0,0,58.9,0,0,1,8.3,0.0,0,0.0,0,12,1,0,7,2022
Devin Lloyd,58238,LB,JAX,1,0,0,15,58.3,0,1,10,25.6,10.0,1,0,5.0,0,43,11,1,0,61.9,0,1,5,33.3,20.0,1,10.0,0,18,6,1,7,2022
Joe Tryon-Shoyinka,58272,ED,TB,1,0,0,30,55.8,0,1,14,82.4,0.0,0,0,3.6,0,17,14,1,0,55.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Tyler Shelvin,58438,DI,CIN,1,0,0,7,56.7,0,0,4,100.0,0.0,0,0,0.0,0,5,5,0,0,59.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Michael Carter II,60644,CB,NYJ,1,0,0,22,53.9,0,0,2,5.0,0.0,0,0,0.0,0,40,2,0,0,53.9,0,0,2,7.4,0.0,0,0.0,0,27,2,0,7,2022
Grant Delpit,60685,S,CLV,1,0,0,8,58.8,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,9,0,0,7,2022
Malcolm Rodriguez,60731,LB,DET,1,0,0,11,70.1,0,0,2,9.5,50.0,1,0,0.0,0,21,2,0,0,70.1,0,0,2,22.2,50.0,1,0.0,0,9,2,0,7,2022
Dominique Robinson,61436,ED,CHI,1,1,0,6,63.5,0,0,11,92.9,0.0,0,0,0.0,0,14,13,0,1,59.3,0,0,9,100.0,0.0,0,0.0,0,9,9,0,7,2022
John Ridgeway,66694,DI,WAS,1,0,0,32,57.9,0,0,2,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,7,2022
Zach Sieler,66917,DI,MIA,1,0,0,17,60.6,0,2,36,100.0,8.3,3,0,2.8,0,39,39,2,0,66.9,0,2,20,100.0,15.0,3,5.0,0,21,21,2,7,2022
Drake Jackson,70839,ED,SF,1,1,0,28,65.4,1,1,19,100.0,15.8,3,0,5.3,0,23,23,2,0,68.5,1,1,10,100.0,30.0,3,10.0,0,12,12,2,7,2022
Chad Muma,75818,LB,JAX,1,0,0,15,59.3,0,0,0,50.0,,0,0,,0,2,1,0,0,59.3,0,0,0,100.0,,0,,0,1,1,0,7,2022
Andre Cisco,76641,S,JAX,1,1,0,15,71.9,0,0,1,4.9,0.0,0,0,0.0,0,41,2,0,1,67.3,0,0,1,5.6,0.0,0,0.0,0,18,1,0,7,2022
Myjai Sanders,76816,ED,ARZ,1,0,0,1,60.8,0,1,14,87.5,14.3,2,0,3.6,0,16,14,1,0,57.0,0,1,11,100.0,9.1,1,4.5,0,11,11,1,7,2022
Travis Jones,76914,DI,BLT,1,0,0,3,54.8,0,0,7,87.5,0.0,0,0,0.0,0,8,7,0,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Logan Hall,76919,DI,TB,1,0,0,30,52.4,0,0,12,100.0,0.0,0,0,0.0,0,12,12,0,0,56.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Alim McNeill,76996,DI,DET,1,0,0,11,56.3,1,0,20,100.0,10.0,2,0,2.5,0,23,23,1,0,61.4,1,0,7,100.0,28.6,2,7.1,0,8,8,1,7,2022
Zaven Collins,77190,LB,ARZ,1,0,0,1,58.4,0,2,8,15.1,12.5,1,0,12.5,0,53,8,2,0,52.4,0,0,4,13.3,0.0,0,0.0,0,30,4,0,7,2022
Nik Bonitto,77196,ED,DEN,1,0,0,10,71.1,0,0,5,85.7,20.0,1,0,20.0,1,7,6,1,0,67.7,0,0,1,100.0,0.0,0,0.0,0,2,2,0,7,2022
Joseph Ossai,77205,ED,CIN,1,0,0,7,70.0,0,1,7,100.0,14.3,1,0,21.4,1,7,7,2,0,73.8,0,1,4,100.0,25.0,1,37.5,1,4,4,2,7,2022
Trevon Moehrig,77847,S,LV,1,0,0,23,59.1,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,16,0,0,7,2022
Nick Bolton,81322,LB,KC,1,0,0,16,58.5,1,0,7,15.6,0.0,0,0,7.1,0,45,7,1,0,53.7,0,0,3,18.8,0.0,0,0.0,0,16,3,0,7,2022
Micah Parsons,81360,ED,DAL,1,0,0,9,92.0,2,1,26,100.0,26.9,7,1,13.5,2,27,27,5,0,95.3,2,1,10,100.0,60.0,6,35.0,2,11,11,5,7,2022
Jesse Luketa,81361,ED,ARZ,1,0,0,1,56.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,58.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Odafe Oweh,82161,ED,BLT,1,0,0,3,90.2,2,3,20,84.0,35.0,7,0,12.5,0,25,21,5,0,91.0,2,2,7,88.9,57.1,4,28.6,0,9,8,4,7,2022
Thomas Booker,82168,DI,HST,1,0,0,13,52.0,0,0,11,100.0,0.0,0,1,0.0,0,12,12,0,0,56.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Teair Tart,82261,DI,TEN,1,0,0,31,68.9,0,3,19,100.0,21.1,4,0,7.9,0,19,19,3,0,76.4,0,3,11,100.0,36.4,4,13.6,0,11,11,3,7,2022
Devonte Wyatt,82268,DI,GB,1,0,0,12,66.2,0,0,4,100.0,25.0,1,0,0.0,0,4,4,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Marquan McCall,82301,DI,CAR,1,0,0,5,53.0,0,0,9,100.0,0.0,0,0,0.0,0,10,10,0,0,57.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Aidan Hutchinson,82330,ED,DET,1,0,0,11,81.7,1,1,24,92.6,25.0,6,0,12.5,2,27,25,4,0,86.4,0,0,8,88.9,37.5,3,25.0,2,9,8,2,7,2022
Cameron Thomas,82387,ED,ARZ,1,0,0,1,78.6,0,3,20,90.9,25.0,5,0,7.5,0,22,20,3,0,75.2,0,2,14,100.0,21.4,3,7.1,0,14,14,2,7,2022
Kingsley Enagbare,82409,ED,GB,1,0,0,12,63.6,1,0,12,100.0,16.7,2,0,12.5,1,12,12,2,0,52.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0,7,2022
Otito Ogbonnia,82450,DI,LAC,1,0,0,27,55.5,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
Daviyon Nixon,82488,DI,CAR,1,0,0,5,63.3,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,68.9,0,1,3,100.0,33.3,1,16.7,0,3,3,1,7,2022
Tommy Togiai,82501,DI,CLV,1,0,0,8,55.8,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0,7,2022
Quay Walker,82547,LB,GB,1,0,0,12,84.7,2,1,5,16.7,20.0,1,0,30.0,0,30,5,3,0,69.9,0,1,2,14.3,50.0,1,25.0,0,14,2,1,7,2022
Patrick Surtain II,83119,CB,DEN,1,0,0,10,58.7,0,1,1,2.9,0.0,0,0,50.0,0,34,1,1,0,,0,0,0,0.0,,0,,0,16,0,0,7,2022
Kerby Joseph,83239,S,DET,1,0,0,11,60.0,1,0,1,3.2,0.0,0,0,50.0,0,31,1,1,0,,0,0,0,0.0,,0,,0,12,0,0,7,2022
Kyler Gordon,83451,CB,CHI,1,0,0,6,52.7,0,0,2,5.6,0.0,0,0,0.0,0,36,2,0,0,56.8,0,0,1,4.2,0.0,0,0.0,0,24,1,0,7,2022
Talanoa Hufanga,83903,S,SF,1,0,0,28,60.0,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,14,0,0,7,2022
Chris Williams,87178,DI,IND,1,0,0,14,59.0,0,0,2,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,7,2022
John Cominsky,88313,DI,DET,1,0,0,11,53.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,54.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,7,2022
Martin Emerson,97872,CB,CLV,1,0,0,8,72.4,0,0,2,9.1,0.0,0,0,50.0,1,22,2,1,0,,0,0,0,0.0,,0,,0,9,0,0,7,2022
Alex Wright,98318,ED,CLV,1,0,0,8,51.5,0,2,9,100.0,22.2,2,0,11.1,0,9,9,2,0,55.2,0,1,3,100.0,33.3,1,16.7,0,3,3,1,7,2022
George Karlaftis,98319,ED,KC,1,1,0,16,56.1,1,2,34,92.1,14.7,5,0,4.4,0,38,35,3,0,46.4,0,2,19,95.2,15.8,3,5.3,0,21,20,2,7,2022
Kayvon Thibodeaux,98444,ED,NYG,1,0,0,21,62.3,1,1,34,85.4,14.7,5,0,2.9,0,41,35,2,0,73.7,1,1,16,94.4,31.3,5,6.3,0,18,17,2,7,2022
Travon Walker,98940,ED,JAX,1,0,0,15,54.0,0,1,29,84.6,6.9,2,1,5.2,1,39,33,2,0,55.8,0,1,12,87.5,16.7,2,12.5,1,16,14,2,7,2022
Christian Harris,98996,LB,HST,1,0,0,13,58.5,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,58.5,0,0,1,9.1,0.0,0,0.0,0,11,1,0,7,2022
